1,AIKMAN JOE,2.3,3,0,0,3.4,EXA,208,QUI,132.9,6,ASD,5,7,5/28/16,5/8/16,1210,D,GD,C
1,BAMBAZONKI,6.65,6,0,0,0,EXA,208,QUI,132.9,6,ASD,5,7,5/28/16,5/8/16,1210,D,GD,C
1,BACK AWAY,2.65,5,0,0,0,EXA,208,QUI,132.9,6,ASD,5,7,5/28/16,5/8/16,1210,D,GD,C
1,COWBOY CURLIN,13.9,1,29.8,15.5,5.4,EXA,208,QUI,132.9,6,ASD,5,1,5/28/16,4/29/16,1210,D,GD,C
1,STAR OF SKY,1.7,4,0,0,0,EXA,208,QUI,132.9,6,ASD,5,5,5/28/16,5/8/16,1210,D,GD,C
1,BELIEVE TOO,0.75,1,3.5,2.6,2.3,EXA,11.2,QUI,6,5,ASD,6,5,5/28/16,5/13/16,1210,D,GD,AO
1,FANCIFUL TREATY,7.85,5,0,0,0,EXA,11.2,QUI,6,5,ASD,6,3,5/28/16,8/28/15,1210,D,GD,AO
1,LAWYER CLYDE,3.95,4,0,0,0,EXA,11.2,QUI,6,5,ASD,6,8,5/28/16,4/2/16,1210,D,GD,AO
1,KENTON,6.35,3,0,0,3.1,EXA,11.2,QUI,6,5,ASD,6,5,5/28/16,8/21/15,1210,D,GD,AO
1,JOINT TENANT,3.35,2,0,3.9,2.5,EXA,11.2,QUI,6,5,ASD,6,2,5/28/16,5/13/16,1210,D,GD,AO
1,DISTORTED DAY,5.4,4,0,0,0,EXA,31.6,QUI,21.5,7,ASD,7,7,5/28/16,10/12/15,1210,D,GD,C
1,ROCK N' CAT,0.95,6,0,0,0,EXA,31.6,QUI,21.5,7,ASD,7,5,5/28/16,5/8/16,1210,D,GD,C
1,OXFORD CITY SLEW,17.65,3,0,0,7.3,EXA,31.6,QUI,21.5,7,ASD,7,7,5/28/16,5/14/16,1210,D,GD,C
1,BOUND TO WIN,24.1,7,0,0,0,EXA,31.6,QUI,21.5,7,ASD,7,7,5/28/16,5/14/16,1210,D,GD,C
1,WITT'S ALLSTAR,15.45,5,0,0,0,EXA,31.6,QUI,21.5,7,ASD,7,7,5/28/16,5/14/16,1210,D,GD,C
1,SARAS LAD,5.1,2,0,4.7,3.8,EXA,31.6,QUI,21.5,7,ASD,7,2,5/28/16,9/7/15,1210,D,GD,C
1,PROUD PRADO,2.9,1,7.8,4.3,3.1,EXA,31.6,QUI,21.5,7,ASD,7,7,5/28/16,5/20/16,1210,D,GD,C
1,GRAYFOXONTHERUN,2.3,3,0,0,2.6,EXA,0,QUI,22.8,6,BCF,1,5,5/28/16,5/21/16,1210,D,SY,C
1,CLOUD CROSSING,9.5,4,0,0,0,EXA,0,QUI,22.8,6,BCF,1,5,5/28/16,5/21/16,1210,D,SY,C
1,MY DREAM IS WILD,1.8,1,5.6,3.6,2.4,EXA,0,QUI,22.8,6,BCF,1,5,5/28/16,5/21/16,1210,D,SY,C
1,PULPERMINE,2.5,5,0,0,0,EXA,0,QUI,22.8,6,BCF,1,6,5/28/16,5/14/16,1210,D,SY,C
1,MR. KOKY,5.5,2,0,21.8,3.8,EXA,0,QUI,22.8,6,BCF,1,5,5/28/16,5/21/16,1210,D,SY,C
1,TWO EYED KID,14.2,6,0,0,0,EXA,0,QUI,22.8,6,BCF,1,4,5/28/16,5/20/16,1210,D,SY,C
1,LOOK LIKE DAD,6.2,3,0,0,3.2,EXA,0,QUI,25.2,5,BCF,3,6,5/28/16,5/21/16,1210,D,SL,C
1,UNBRIDLED EDDY,1.7,4,0,0,0,EXA,0,QUI,25.2,5,BCF,3,1,5/28/16,4/25/16,1210,D,SL,C
1,BROTHER STACHYS,3.2,2,0,5,2.8,EXA,0,QUI,25.2,5,BCF,3,4,5/28/16,5/8/16,1210,D,SL,C
1,NORTHERN GOVERNOR,1.8,5,0,0,0,EXA,0,QUI,25.2,5,BCF,3,2,5/28/16,5/22/16,1210,D,SL,C
1,CANEROS,5.5,1,13,5,3,EXA,0,QUI,25.2,5,BCF,3,4,5/28/16,5/21/16,1210,D,SL,C
1,E Z ENTRY,4.1,2,0,3.8,2.1,EXA,0,QUI,9.8,4,BCF,4,2,5/28/16,5/22/16,1210,D,SL,C
1,BOW ECHO,2,3,0,0,2.1,EXA,0,QUI,9.8,4,BCF,4,5,5/28/16,5/7/16,1210,D,SL,C
1,TATE TIME,1.8,4,0,0,0,EXA,0,QUI,9.8,4,BCF,4,1,5/28/16,7/25/15,1210,D,SL,C
1,CHUCK CHUCK GOOSE,1.6,1,5.2,3,2.1,EXA,0,QUI,9.8,4,BCF,4,1,5/28/16,5/7/16,1210,D,SL,C
