Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPayFieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
SKY STRIKE,34.1,8,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,121,.7547,10,-.2135
IN LILLY'S HAND,3.3,4,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,115,.866,4,-.1022
ROCKIN'ROUXS BEST,6,2,0,7,5,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,121,.8463,8,-.1219
SUPERLICIOUS,12.5,5,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,118,.8546,6,-.1136
EXCITABLE GIRL,10.8,3,0,0,6,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,113,.898,3,-7.020003E-02
SOUTHERN FLASH,3.9,9,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,121,.858,5,-.1102
MOTOGRIND,10.4,6,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,110,.8504,7,-.1178001
SHESASWIFTIE,18.8,6,0,0,0,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,118,.9682,1,4.190004E-02
MISS THE CUE,3.1,1,8.2,4.4,3.2,52.4,0,10,LAD,6,05-30-2016,1210,D,FT,C,5500,121,.8458,9,-.1224
KISS A YANKEE,29.4,6,0,0,0,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,118,.7782,7,-.2307001
RUSH TO JUDGMENT,9.6,7,0,0,0,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,118,.8862,4,-.1227
KOOL AID GIRL,1.6,5,0,0,0,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,118,.7673,8,-.2416
J J QUEEN,3.6,3,0,0,2.8,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,118,.8423,5,-.1666
BEVOS WINCH,10.8,1,23.6,10,4.6,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,124,.8933,3,-.1156
LUCKY SUMMER,5.8,4,0,0,0,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,118,.9064,2,-.1025
CAJUN ENGLISH,3.2,2,0,5,3.4,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,124,.8387,6,-.1702
PORTO KNOWS,49.7,8,0,0,0,152.8,0,8,LAD,7,05-30-2016,1650,T,GD,S,23000,124,1.0089,1,.1025
LA FORTUNADA,10.7,4,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,120,.8541,4,-3.909999E-02
PARKER'S DREAMGIRL,28.9,7,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,123,.7654,8,-.1278
BUBBLES HANSEN,62.3,8,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,123,.4874,10,-.4058
JASE'S AUNTY AIMEE,1.8,6,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,120,.7711,7,-.1221
INVISIBLE HANDS,8.5,5,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,123,.874,3,-1.919997E-02
TO TONIA N MIKE,31.9,9,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,120,.5823,9,-.3109
SIENNA SIREN,12.4,2,0,5.8,7,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,120,.8804,2,-1.279998E-02
RAPID REBECCA,7,10,0,0,0,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,123,.8368,5,-.0564
BITUIN,5,2,0,3.4,4.8,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,123,.8106,6,-.0826
LADY BERLIN,3.4,1,8.8,4.8,3.8,15.8,0,10,LAX,1,05-27-2016,990,D,FT,M,7000,120,.8932,1,1.279998E-02
AMERICAN CHARM,1.5,5,0,0,0,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,113,.7755,7,-.1836
ISLAND PEARL,10.7,2,0,10,8.6,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,120,.8658,5,-9.329998E-02
TWENTY FOUR BLACK,10.9,4,0,0,0,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,120,.8985,2,-6.059998E-02
OINKUS,6.3,6,0,0,0,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,123,.8818,4,-7.730001E-02
GEORGIA'S NIECE,39.3,3,0,0,12.8,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,123,.9591,1,6.059998E-02
ROCKET RHEA,5.5,7,0,0,0,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,120,.8983,3,-6.080002E-02
WIRED FOR FUN,1.9,1,5.8,4,3.6,52,0,7,LAX,2,05-27-2016,990,D,FT,C,8000,120,.8103,6,-.1488
SMART SUZZET,5.5,4,0,0,0,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.897,2,-3.279996E-02
SWEET JUJU,6.8,6,0,0,0,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.9298,1,3.279996E-02
CINDARI,.8,1,3.6,2.4,2.1,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.7738,5,-.156
YODEL UP A STORM,2,2,0,2.8,2.2,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.7512,6,-.1786
NO GAMES,22.7,3,0,0,4.2,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.8603,3,-6.949997E-02
OINK,28.3,5,0,0,0,9,0,6,LAX,5,05-27-2016,990,D,FT,C,7500,123,.7852,4,-.1446
VOLUNTARY,3.6,4,0,0,0,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,120,.8344,4,-6.489998E-02
PRICE OF GLORY,3.3,3,0,0,3.4,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,120,.8867,2,-.0126
CABALLO BONITO,28.2,5,0,0,0,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,123,.7475,8,-.1518
HIGHLY CYNICAL,3.5,1,9,4.2,3.2,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,123,.8024,6,-9.689999E-02
AWESOME AUGGIE,35.8,7,0,0,0,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,120,.8685,3,-3.079998E-02
CATCH GONZO,4.6,2,0,4.8,4,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,123,.8338,5,-6.549996E-02
KHUN SUEK,4.1,6,0,0,0,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,116,.7727,7,-.1266
MR. ZIPPERS,7.5,8,0,0,0,38.6,0,8,LAX,1,05-28-2016,990,D,FT,C,10500,120,.8993,1,.0126
BILLY WIN,16,4,0,0,0,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,123,.8755,3,-3.789997E-02
SNOWMASS VILLAGE,7.2,3,0,0,2.8,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,123,.8577,4,-.0557
POLISHED SILVER,13.1,5,0,0,0,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,120,.8206,5,-9.280002E-02
NO BACHI,1.6,1,5.2,3.2,2.4,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,120,.7875,7,-.1259
UNSTOPPABLESTEVE,1.4,2,0,3,2.6,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,123,.8074,6,-.106
BRIGHT LIGHT,10.8,6,0,0,0,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,117,.9051,2,-8.300006E-03
DANCE THE WALTZ,9.9,7,0,0,0,13.2,0,7,LAX,3,05-28-2016,990,D,FT,C,9000,117,.9134,1,8.300006E-03
ANYTHINGTOGETEVEN,14.9,6,0,0,0,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,120,.9127,1,1.309997E-02
COLD BAY,12.5,7,0,0,0,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,120,.864,4,-4.869998E-02
RED COATS R COMIN,25.7,1,53.4,26.6,7.2,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,123,.7796,6,-.1331
SOLD SHORT,14.7,5,0,0,0,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,120,.8996,2,-1.309997E-02
SUNRISE LEGACY,3,4,0,0,0,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,123,.8196,5,-9.310001E-02
CONVINCED HIMSELF,3.8,2,0,5.8,2.8,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,120,.8842,3,-2.850002E-02
AERIAL ARTIST,.8,3,0,0,2.1,300.6,0,7,LAX,4,05-28-2016,990,D,FT,C,8000,123,.7646,7,-.1481
AWE GEE,12,1,26,8,3.4,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,120,.8606,2,-1.719999E-02
LADY DASH,21.4,5,0,0,0,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,123,.7482,7,-.1296
WONDERFUL BECKY,.5,2,0,3,2.2,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,120,.8363,5,-4.149997E-02
GRACEE HUNNY,10.4,6,0,0,0,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,117,.8778,1,1.719999E-02
SAILOR'S CRY,8.1,4,0,0,0,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,120,.8454,4,-3.240001E-02
ROYALS ROYCING,10.4,3,0,0,3.4,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,116,.8299,6,-4.789996E-02
STICKTOTHESCRIPT,4.9,7,0,0,0,55.2,0,7,LAX,1,05-29-2016,990,D,FT,C,10000,120,.8555,3,-.0223
CHEESE,6.6,4,0,0,0,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,123,.8976,1,3.509998E-02
SWISS PEAK,1.6,1,5.2,3.4,2.2,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,120,.7826,5,-.115
KASUNE,2.6,3,0,0,2.2,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,120,.7538,6,-.1438
GREY GIRL GONE,3,2,0,3.4,2.6,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,123,.8308,3,-.0668
DUE RAE,28.6,6,0,0,0,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,123,.7992,4,-.0984
VERY THANKFUL,5.3,5,0,0,0,17.4,0,6,LAX,2,05-29-2016,880,D,FT,C,9000,123,.8625,2,-3.509998E-02
COLLATION,41.1,7,0,0,0,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,123,.9009,1,1.900017E-03
MATZOH BALL MAGIC,1.9,4,0,0,0,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,120,.8251,5,-.0758
CUT TO RUN,8.4,3,0,0,5,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,120,.8648,4,-3.610003E-02
SOUL CRUSHER,1.7,1,5.4,3.4,2.6,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,123,.8073,7,-9.360003E-02
FLEW FLICKER,5.1,2,0,4.8,2.6,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,120,.8143,6,-8.660001E-02
RAINSFORD,5.5,5,0,0,0,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,123,.8723,3,-2.859998E-02
END OF TIME,14.5,6,0,0,0,18.2,0,7,LAX,3,05-29-2016,990,D,FT,C,8000,120,.899,2,-1.900017E-03
THUNDER DRUMS,6.6,3,0,0,2.2,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,120,.9196,2,-2.569997E-02
PROUD FIGHTER,1.2,2,0,2.4,2.1,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,123,.7623,6,-.183
MISTER FANCY BEAN,24.9,5,0,0,0,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,120,.8987,3,-4.659998E-02
STORM CAUTION,38.7,4,0,0,0,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,123,.8456,4,-9.969997E-02
INDY'S DYNAMO,12.8,6,0,0,0,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,120,.9453,1,2.569997E-02
SACRIFICIAL ACTION,.9,1,3.8,2.2,2.1,7.4,0,6,LAX,5,05-29-2016,990,D,FT,M,6500,123,.8018,5,-.1435
GENERAL GABE,.95,3,0,0,2.5,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.7977,7,-.1064
STOPPED SHORT,3.1,1,8.2,5.6,2.9,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.8561,5,-4.799998E-02
WANT THE FACTS,33.45,7,0,0,0,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.72,8,-.1841
MITT,12.6,5,0,0,0,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.8786,3,-.0255
RIDE TO GLORY,6.35,6,0,0,0,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.9041,1,1.609999E-02
P R'S ORPHAN,11,4,0,0,0,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.888,2,-1.609999E-02
EIGHTY EIGHT,11,8,0,0,0,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.8664,4,-.0377
REGROUP,23.6,2,0,17.6,5.2,120.6,0,8,LBG,9,05-28-2016,1320,D,GD,C,4200,120,.8364,6,-6.770003E-02
VALENTINE DAY DEAL,6.5,1,15,7.4,5.2,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,118,.9233,1,.051
TROUBLE TO CATCH,23.4,5,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,113,.8345,5,-8.880001E-02
SOCIETY CAPO,9.1,8,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,123,.8504,4,-7.290006E-02
EL CERRITO,7,7,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,123,.8592,3,-6.410003E-02
REEDS BEST,10.4,3,0,0,6.8,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,123,.7695,9,-.1538
FIFTY TWO THOUSAND,2.2,2,0,5.4,3.8,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,118,.7981,6,-.1252
MINISTER BILL,36.6,6,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,118,.7896,7,-.1337
YOUDABOY,1.6,4,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,118,.7751,8,-.1482
STAR OF COMANCHE,45.9,9,0,0,0,59.4,0,9,LSX,1,05-28-2016,1760,D,FT,M,9000,123,.8723,2,-.051
ABENDLIED,9,7,0,0,0,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.821,6,-6.690001E-02
MEDAL OF COURAGE,2.8,1,7.6,3.4,2.8,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.7961,7,-9.179997E-02
IMA DINGDONG DADDY,4.4,6,0,0,0,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,113,.8365,5,-5.140001E-02
YONAGUSKA BOY,9.9,4,0,0,0,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.8818,2,-6.099999E-03
KNOCKITDOWNHARD,5.5,2,0,6.2,3.8,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.8879,1,6.099999E-03
W V JETSETTER,3.1,5,0,0,0,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.8508,3,-3.710002E-02
MARTYS WIMBLEDON,4.3,3,0,0,3.4,29.2,0,7,LSX,2,05-28-2016,1100,T,FM,CO,22000,123,.848,4,-.0399
TEXAS JAMBALAYA,18.5,6,0,0,0,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,114,.9555,1,6.709999E-02
HOLIDAY MISCHIEF,4.7,3,0,0,3.6,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8316,5,-.1239
GOT SHADES,6,5,0,0,0,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8393,4,-.1162
ENDURANCE,3,4,0,0,0,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8144,6,-.1411
TEXAS AIR,1.5,1,5,3.4,2.4,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8017,7,-.1538
CUCO TREJO,13.6,2,0,9.2,5.2,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8497,3,-.1058
DEEP BOTTOM,5.6,7,0,0,0,44.8,0,7,LSX,3,05-28-2016,1760,D,FT,CO,25000,119,.8884,2,-6.709999E-02
YES HE'S CLEVER,9.1,3,0,0,6,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,119,.8524,7,-.0869
SLEWTHECOURT,7.5,6,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,123,.8704,5,-6.889999E-02
MR. JAZZ SINGER,1.7,1,5.4,3.4,3,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,119,.7943,10,-.145
MORDECAI MAN,14,8,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,119,.858,6,-8.130002E-02
FAULTY TOWER,40.8,7,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,118,.8444,9,-9.490001E-02
SPIRIT FLIGHT,7.6,5,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,123,.9082,3,-3.109998E-02
VICTORIOUS INDIAN,7.1,4,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,123,.8456,8,-9.369999E-02
EARLY ESOTERIC,38.3,9,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,123,.9393,1,2.060002E-02
BLUE PROSPECT,3.3,2,0,3.8,2.6,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,123,.8781,4,-6.120002E-02
SEMORE SMOKE,24.4,10,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,114,.762,11,-.1773
PRESEUS,47.1,11,0,0,0,24.2,0,11,LSX,4,05-28-2016,1100,T,FM,M,11000,119,.9187,2,-2.060002E-02
MY GIRL PENNYLIZZ,19.8,6,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,117,.7467,7,-.1923
ROCKPORT LADY,3.9,3,0,0,2.4,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.8747,3,-.0643
LIL BITA NUTHIN,35.9,7,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.7749,6,-.1641
BERRY BE GOLD,19,8,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.738,8,-.201
SEEKINSWEETREWARDS,36.8,9,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.79,5,-.149
SHINY SPUR,7.8,4,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.939,1,6.370002E-02
IMA BELONGING,30.6,2,0,11.8,6,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.7236,9,-.2154
PTAHA,.5,1,3,2.4,2.1,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,118,.828,4,-.111
AUNT NEANIE,9.7,5,0,0,0,62.8,0,9,LSX,5,05-28-2016,1760,D,FT,C,9500,122,.8753,2,-6.370002E-02
EVERYTHING'S A BET,9.8,6,0,0,0,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,122,.8932,2,-5.840003E-02
A. P. BLING,18.5,4,0,0,0,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.9516,1,5.840003E-02
SOUTH TEXAS LINGO,2,2,0,3,2.4,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.7386,8,-.213
KISSTHATBABYGOODBY,3.2,3,0,0,2.8,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.8677,3,-8.390003E-02
LODI STREET,13.2,7,0,0,0,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.8378,4,-.1138
VALID SILVER CHARM,52.9,8,0,0,0,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,122,.7492,7,-.2024
PREDICTION,9.1,5,0,0,0,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.8322,5,-.1194
BUCK FIFTY,2,1,6,3.2,3,23,0,8,LSX,6,05-28-2016,1760,D,FT,A,22000,118,.7617,6,-.1899
PHARME LEGEND,34.8,8,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.7053,8,-.1484
MAMAWASAPISTOL,27.5,6,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.7296,7,-.1241
SLEWPY'S IMAGE,9.2,4,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,116,.8537,1,9.899974E-03
MY IDE,3.2,1,8.4,5.2,3.4,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,124,.8438,2,-9.899974E-03
COCAPTAIN,22.2,7,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.819,4,-3.469998E-02
DENALI THUNDER,1.1,5,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,124,.8364,3,-1.730001E-02
TEY'S BIG BOY,2.9,2,0,4.8,2.4,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.8077,6,-.046
PRINCE ISAAC,19,3,0,0,6.8,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,124,.704,9,-.1497
CAMP POINT,34.8,10,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.8127,5,-4.100001E-02
PRIME PILOT,64.3,9,0,0,0,31.8,0,10,LSX,7,05-28-2016,1100,T,FM,CO,12500,121,.4963,10,-.3574
BREEZY KNOWL,10.5,6,0,0,0,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,123,.8671,1,1.679999E-02
DEE DAY,2.5,2,0,3.6,2.2,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,123,.7326,6,-.1345
SHESALITTLELADY,26.6,4,0,0,0,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,123,.748,5,-.1191
JET CITY GIRL,20.3,5,0,0,0,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,118,.7838,4,-8.329999E-02
SHEZA PRIZE,1.1,1,4.2,2.8,2.1,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,123,.8503,2,-1.679999E-02
SONGANDAHEART,2.2,3,0,0,2.2,12,0,6,LSX,8,05-28-2016,1540,D,FT,C,10000,123,.8147,3,-5.239999E-02
DEVILISH MENHAL,21.7,6,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,117,.7718,8,-.136
ESCALATE,2.7,1,7.4,4,2.2,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,122,.7863,7,-.1215
SLICK CITY BLING,8.5,8,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,118,.856,4,-5.180001E-02
MAJOR COUNCIL,5.8,5,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,118,.9078,1,2.040005E-02
FALL OF TROY,2.2,2,0,3,2.6,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,118,.7869,6,-.1209
BOOGIE MONSTER,3.3,3,0,0,3,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,122,.8695,3,-3.830004E-02
SONGOFTEXAS,19.1,4,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,122,.7115,9,-.1963
GREY BOY,5.8,9,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,122,.8874,2,-2.040005E-02
MASLOW,12.2,7,0,0,0,24.4,0,9,LSX,9,05-28-2016,1760,T,FM,S,21000,122,.8408,5,-6.700003E-02
COUNTLESS OFFER,9.8,5,0,0,0,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,123,.8921,2,-5.400002E-02
EXPECT GREATNESS,2.4,2,0,3.8,2.8,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,119,.8762,3,-6.989998E-02
BOB TWO FEATHERS,3.1,1,8.2,4.6,2.8,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,123,.8323,6,-.1138
SAZEROCK,14.9,6,0,0,0,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,118,.9461,1,5.400002E-02
CAPTAIN PAYBACK,3.1,3,0,0,2.1,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,123,.8376,5,-.1085
EXPECT ROYAL,2.4,4,0,0,0,39.6,0,6,LSX,1,05-29-2016,1320,D,GD,C,12000,119,.8731,4,-7.300001E-02
DARBY SAYS SEE YA,27.4,7,0,0,0,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,115,.7498,8,-.2721999
COMPOSE,4.2,2,0,4.8,3.2,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,120,.8258,3,-.1962
BRIGHTERTHANTHESUN,3.2,6,0,0,0,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,120,.8492,2,-.1727999
LEGACY FLYER,50.1,8,0,0,0,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,120,1.022,1,.1727999
DANCINGOVERTHELINE,21.1,4,0,0,0,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,120,.7647,7,-.2573
J D'S VOW,28.4,5,0,0,0,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,120,.782,5,-.2399999
OKIE WEST,2,3,0,0,2.6,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,123,.7695,6,-.2524999
BLING'S ACE,1.9,1,5.8,3.4,2.2,24.8,0,8,LSX,2,05-29-2016,1100,O,GD,CO,12500,119,.7859,4,-.2361
SUNDAY'S SUN,16.8,5,0,0,0,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,123,.9149,1,9.999871E-04
REAL APPEAL DEAL,1,4,0,0,0,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,123,.8128,6,-.1021
POLKA JOKE,7.1,6,0,0,0,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,123,.8392,5,-7.569999E-02
YUKONRUN,7.3,1,16.6,6.2,3.8,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,123,.8682,3,-.0467
KATILLAC CHARM,2.4,2,0,3.6,2.6,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,123,.8571,4,-5.779999E-02
SIDEARM,5.7,3,0,0,4.4,63.4,0,6,LSX,3,05-29-2016,1430,D,GD,AO,22000,118,.9139,2,-9.999871E-04
MACHO FLYER,27,7,0,0,0,43.2,0,8,LSX,4,05-29-2016,1100,D,FT,S,21000,118,.658,8,-.2924
